"yvar","variable","importance"
"EVImax","cytotype_fraction_diploid",0.571243008907003
"OGI","tmax_q99.t.minus.3",6590.31963653058
"OGI","tmax_q99.t.minus.3",7364.5829987363
"OGI","tmax_q99.t.minus.3",7540.47748158292
"OGI","tmax_q99.t.minus.3",6082.4445263527
"OGI","tmax_q99.t.minus.3",6972.3323993081
"OGI","tmax_q99.t.minus.3",7225.64160848336
"OGI","tmax_q99.t.minus.3",6741.37311600918
"OGI","tmax_q99.t.minus.3",6554.06933253175
"OGI","tmax_q99.t.minus.3",7257.17972439787
"OGI","tmax_q99.t.minus.3",7080.44226602596
"OGMn","tmax_q99.t.minus.3",16721.0499967966
"OGMn","tmax_q99.t.minus.3",19240.4662265629
"OGMn","tmax_q99.t.minus.3",19003.6296620164
"OGMn","tmax_q99.t.minus.3",18641.9957352838
"OGMn","tmax_q99.t.minus.3",15746.2617079236
"OGMn","tmax_q99.t.minus.3",18393.9153084238
"OGMn","tmax_q99.t.minus.3",16446.291850942
"OGMn","tmax_q99.t.minus.3",18305.211244832
"OGMn","tmax_q99.t.minus.3",18252.3833535482
"OGMn","tmax_q99.t.minus.3",19394.4856231572
"GSL.50","tmax_q99.t.minus.3",7479.50835147432
"GSL.50","tmax_q99.t.minus.3",7284.64030551943
"GSL.50","tmax_q99.t.minus.3",8527.94758143275
"GSL.50","tmax_q99.t.minus.3",8425.88758816692
"GSL.50","tmax_q99.t.minus.3",7479.74096888233
"GSL.50","tmax_q99.t.minus.3",7399.49836338834
"GSL.50","tmax_q99.t.minus.3",7931.52126945673
"GSL.50","tmax_q99.t.minus.3",6640.92021411561
"GSL.50","tmax_q99.t.minus.3",7657.53628486506
"GSL.50","tmax_q99.t.minus.3",7955.48141377687
"EVImax","tmax_q99.t.minus.3",0.259495271699577
"EVImax","tmax_q99.t.minus.3",0.225354054228762
"EVImax","tmax_q99.t.minus.3",0.232891348454635
"EVImax","tmax_q99.t.minus.3",0.261120287589096
"EVImax","tmax_q99.t.minus.3",0.239482733442935
"EVImax","tmax_q99.t.minus.3",0.256157702062572
"EVImax","tmax_q99.t.minus.3",0.240375639221066
"EVImax","tmax_q99.t.minus.3",0.242649348830274
"EVImax","tmax_q99.t.minus.3",0.250210380322842
"EVImax","tmax_q99.t.minus.3",0.229561379401096
"OGI","tmax_q99.t.minus.2",4717.12848179423
"OGI","tmax_q99.t.minus.2",4855.50017916502
"OGI","tmax_q99.t.minus.2",4729.21998318895
"OGI","tmax_q99.t.minus.2",4306.14719634656
"OGI","tmax_q99.t.minus.2",4679.63441919188
"OGI","tmax_q99.t.minus.2",4744.61310207656
"OGI","tmax_q99.t.minus.2",4362.13406730964
"OGI","tmax_q99.t.minus.2",4431.5892004903
"OGI","tmax_q99.t.minus.2",4927.40006889806
"OGI","tmax_q99.t.minus.2",5060.90551165012
"OGMn","tmax_q99.t.minus.2",9654.78653720927
"OGMn","tmax_q99.t.minus.2",10127.623602023
"OGMn","tmax_q99.t.minus.2",9931.84048338842
"OGMn","tmax_q99.t.minus.2",9681.40463423811
"OGMn","tmax_q99.t.minus.2",8339.15440755544
"OGMn","tmax_q99.t.minus.2",9303.62664057243
"OGMn","tmax_q99.t.minus.2",9774.67232593599
"OGMn","tmax_q99.t.minus.2",9710.31141570953
"OGMn","tmax_q99.t.minus.2",9633.49157346887
"OGMn","tmax_q99.t.minus.2",10604.1170017389
"GSL.50","tmax_q99.t.minus.2",9168.72855005481
"GSL.50","tmax_q99.t.minus.2",9113.36603542843
"GSL.50","tmax_q99.t.minus.2",9171.6812025598
"GSL.50","tmax_q99.t.minus.2",8678.19327409257
"GSL.50","tmax_q99.t.minus.2",9542.82696596298
"GSL.50","tmax_q99.t.minus.2",10428.476422714
"GSL.50","tmax_q99.t.minus.2",9559.32620769234
"GSL.50","tmax_q99.t.minus.2",10600.0384658457
"GSL.50","tmax_q99.t.minus.2",9234.14884724208
"GSL.50","tmax_q99.t.minus.2",9111.65468322454
"EVImax","tmax_q99.t.minus.2",0.299559444194782
"EVImax","tmax_q99.t.minus.2",0.24852485231455
"EVImax","tmax_q99.t.minus.2",0.270663200179814
"EVImax","tmax_q99.t.minus.2",0.270624424426045
"EVImax","tmax_q99.t.minus.2",0.302154279575692
"EVImax","tmax_q99.t.minus.2",0.318510566278254
"EVImax","tmax_q99.t.minus.2",0.277349927749486
"EVImax","tmax_q99.t.minus.2",0.318902236349965
"EVImax","tmax_q99.t.minus.2",0.264591505996767
"EVImax","tmax_q99.t.minus.2",0.293663586507822
"OGI","tmax_q99.t.minus.1",9686.52296340765
"OGI","tmax_q99.t.minus.1",10370.4850595553
"OGI","tmax_q99.t.minus.1",9472.4399816885
"OGI","tmax_q99.t.minus.1",9557.90198706426
"OGI","tmax_q99.t.minus.1",9030.65418820028
"OGI","tmax_q99.t.minus.1",9759.31681792304
"OGI","tmax_q99.t.minus.1",8388.82285097554
"OGI","tmax_q99.t.minus.1",9284.83289440272
"OGI","tmax_q99.t.minus.1",9588.54014820005
"OGI","tmax_q99.t.minus.1",9966.02645255389
"OGMn","tmax_q99.t.minus.1",24287.0850926425
"OGMn","tmax_q99.t.minus.1",22120.7538804799
"OGMn","tmax_q99.t.minus.1",24409.6456850577
"OGMn","tmax_q99.t.minus.1",24188.8618934386
"OGMn","tmax_q99.t.minus.1",21631.176847819
"OGMn","tmax_q99.t.minus.1",26962.4272582956
"OGMn","tmax_q99.t.minus.1",21723.0118788996
"OGMn","tmax_q99.t.minus.1",23142.5601539529
"OGMn","tmax_q99.t.minus.1",23521.6917119452
"OGMn","tmax_q99.t.minus.1",27325.6923936525
"GSL.50","tmax_q99.t.minus.1",6221.35617732911
"GSL.50","tmax_q99.t.minus.1",5622.42766403807
"GSL.50","tmax_q99.t.minus.1",6752.12871100456
"GSL.50","tmax_q99.t.minus.1",6040.28970624797
"GSL.50","tmax_q99.t.minus.1",5900.62112775202
"GSL.50","tmax_q99.t.minus.1",6330.81731190139
"GSL.50","tmax_q99.t.minus.1",6666.35326894854
"GSL.50","tmax_q99.t.minus.1",5963.12288401176
"GSL.50","tmax_q99.t.minus.1",6550.32452353485
"GSL.50","tmax_q99.t.minus.1",5997.35589403571
"EVImax","tmax_q99.t.minus.1",0.473333971802448
"EVImax","tmax_q99.t.minus.1",0.413145153106368
"EVImax","tmax_q99.t.minus.1",0.38251495876177
"EVImax","tmax_q99.t.minus.1",0.381138500539114
"EVImax","tmax_q99.t.minus.1",0.425882628052858
"EVImax","tmax_q99.t.minus.1",0.454939316871718
"EVImax","tmax_q99.t.minus.1",0.452956864924417
"EVImax","tmax_q99.t.minus.1",0.44036717161971
"EVImax","tmax_q99.t.minus.1",0.382637366035922
"EVImax","tmax_q99.t.minus.1",0.441478439046029
"OGI","tmax_q99.t.minus.0",16864.0465202837
"OGI","tmax_q99.t.minus.0",17833.0809924507
"OGI","tmax_q99.t.minus.0",16820.6610514022
"OGI","tmax_q99.t.minus.0",14343.3044491514
"OGI","tmax_q99.t.minus.0",15644.4716194365
"OGI","tmax_q99.t.minus.0",16443.3173495351
"OGI","tmax_q99.t.minus.0",14493.661968771
"OGI","tmax_q99.t.minus.0",15356.4654243601
"OGI","tmax_q99.t.minus.0",14678.7775558991
"OGI","tmax_q99.t.minus.0",17260.8490135787
"OGMn","tmax_q99.t.minus.0",12861.2280284603
"OGMn","tmax_q99.t.minus.0",13197.3511947557
"OGMn","tmax_q99.t.minus.0",11739.8322601034
"OGMn","tmax_q99.t.minus.0",12410.2492984289
"OGMn","tmax_q99.t.minus.0",11290.8390626087
"OGMn","tmax_q99.t.minus.0",13352.0926273771
"OGMn","tmax_q99.t.minus.0",13189.0858114741
"OGMn","tmax_q99.t.minus.0",13873.5105572394
"OGMn","tmax_q99.t.minus.0",13067.095962204
"OGMn","tmax_q99.t.minus.0",12362.9652571618
"GSL.50","tmax_q99.t.minus.0",14228.2773427966
"GSL.50","tmax_q99.t.minus.0",13687.0465975035
"GSL.50","tmax_q99.t.minus.0",14441.1780507335
"GSL.50","tmax_q99.t.minus.0",12865.6070222645
"GSL.50","tmax_q99.t.minus.0",13397.9515631472
"GSL.50","tmax_q99.t.minus.0",15455.1079692072
"GSL.50","tmax_q99.t.minus.0",13742.7937103472
"GSL.50","tmax_q99.t.minus.0",14713.4313698372
"GSL.50","tmax_q99.t.minus.0",13689.7684685297
"GSL.50","tmax_q99.t.minus.0",12995.6778398345
"EVImax","tmax_q99.t.minus.0",0.459945286931631
"EVImax","tmax_q99.t.minus.0",0.464138853899836
"EVImax","tmax_q99.t.minus.0",0.428688313280639
"EVImax","tmax_q99.t.minus.0",0.450834328852611
"EVImax","tmax_q99.t.minus.0",0.416296119812786
"EVImax","tmax_q99.t.minus.0",0.447584738398157
"EVImax","tmax_q99.t.minus.0",0.472549901875733
"EVImax","tmax_q99.t.minus.0",0.397027355407502
"EVImax","tmax_q99.t.minus.0",0.41442166920756
"EVImax","tmax_q99.t.minus.0",0.445421451742347
"OGI","snowmelt.t.minus.3",11465.544299031
"OGI","snowmelt.t.minus.3",12794.6015538861
"OGI","snowmelt.t.minus.3",12405.4861871505
"OGI","snowmelt.t.minus.3",11192.262516785
"OGI","snowmelt.t.minus.3",11597.56984078
"OGI","snowmelt.t.minus.3",12700.6868487689
"OGI","snowmelt.t.minus.3",12673.131462249
"OGI","snowmelt.t.minus.3",12028.6866715563
"OGI","snowmelt.t.minus.3",12933.9508179453
"OGI","snowmelt.t.minus.3",13201.9718010098
"OGMn","snowmelt.t.minus.3",10838.8806514182
"OGMn","snowmelt.t.minus.3",10733.6034133129
"OGMn","snowmelt.t.minus.3",10338.653541131
"OGMn","snowmelt.t.minus.3",10937.7139061491
"OGMn","snowmelt.t.minus.3",9756.83795645487
"OGMn","snowmelt.t.minus.3",12041.6150457295
"OGMn","snowmelt.t.minus.3",12314.1684647908
"OGMn","snowmelt.t.minus.3",11654.1042974568
"OGMn","snowmelt.t.minus.3",10560.492169871
"OGMn","snowmelt.t.minus.3",12601.858568366
"GSL.50","snowmelt.t.minus.3",20312.4589068819
"GSL.50","snowmelt.t.minus.3",18957.4428939898
"GSL.50","snowmelt.t.minus.3",20943.2328285041
"GSL.50","snowmelt.t.minus.3",18310.6245784349
"GSL.50","snowmelt.t.minus.3",19717.6215133452
"GSL.50","snowmelt.t.minus.3",20705.8643556088
"GSL.50","snowmelt.t.minus.3",19882.6485220466
"GSL.50","snowmelt.t.minus.3",18978.0975618097
"GSL.50","snowmelt.t.minus.3",19167.0782544527
"GSL.50","snowmelt.t.minus.3",20619.777366967
"EVImax","snowmelt.t.minus.3",0.231121495933569
"EVImax","snowmelt.t.minus.3",0.189967303001459
"EVImax","snowmelt.t.minus.3",0.204227559831415
"EVImax","snowmelt.t.minus.3",0.21400320629355
"EVImax","snowmelt.t.minus.3",0.213399757915507
"EVImax","snowmelt.t.minus.3",0.197809026447814
"EVImax","snowmelt.t.minus.3",0.225902668864808
"EVImax","snowmelt.t.minus.3",0.238448275664374
"EVImax","snowmelt.t.minus.3",0.195486247326028
"EVImax","snowmelt.t.minus.3",0.207023843346549
"OGI","snowmelt.t.minus.2",6962.801708304
"OGI","snowmelt.t.minus.2",7515.51602691863
"OGI","snowmelt.t.minus.2",6564.42284792319
"OGI","snowmelt.t.minus.2",6933.52868647592
"OGI","snowmelt.t.minus.2",7155.59110079318
"OGI","snowmelt.t.minus.2",7448.08949904462
"OGI","snowmelt.t.minus.2",6424.70368420784
"OGI","snowmelt.t.minus.2",6402.60485021531
"OGI","snowmelt.t.minus.2",6728.27380499681
"OGI","snowmelt.t.minus.2",7597.4154808276
"OGMn","snowmelt.t.minus.2",17550.212974542
"OGMn","snowmelt.t.minus.2",18448.5247794755
"OGMn","snowmelt.t.minus.2",17975.5400476429
"OGMn","snowmelt.t.minus.2",16514.1784105019
"OGMn","snowmelt.t.minus.2",18294.1942944311
"OGMn","snowmelt.t.minus.2",19400.3662511
"OGMn","snowmelt.t.minus.2",19818.9461370268
"OGMn","snowmelt.t.minus.2",18698.0050981823
"OGMn","snowmelt.t.minus.2",18585.7806085481
"OGMn","snowmelt.t.minus.2",17932.9501558024
"GSL.50","snowmelt.t.minus.2",33075.4414235713
"GSL.50","snowmelt.t.minus.2",30549.5147463756
"GSL.50","snowmelt.t.minus.2",35801.6734985872
"GSL.50","snowmelt.t.minus.2",30575.305370992
"GSL.50","snowmelt.t.minus.2",28980.7603512956
"GSL.50","snowmelt.t.minus.2",34553.7050653269
"GSL.50","snowmelt.t.minus.2",34376.2048994297
"GSL.50","snowmelt.t.minus.2",31660.5260740331
"GSL.50","snowmelt.t.minus.2",34773.0557823477
"GSL.50","snowmelt.t.minus.2",35182.4797331885
"EVImax","snowmelt.t.minus.2",0.195636350306819
"EVImax","snowmelt.t.minus.2",0.175815421382664
"EVImax","snowmelt.t.minus.2",0.179189633529157
"EVImax","snowmelt.t.minus.2",0.205015304364289
"EVImax","snowmelt.t.minus.2",0.185277423142695
"EVImax","snowmelt.t.minus.2",0.191953805184535
"EVImax","snowmelt.t.minus.2",0.182542679121751
"EVImax","snowmelt.t.minus.2",0.199656610656407
"EVImax","snowmelt.t.minus.2",0.166917375297299
"EVImax","snowmelt.t.minus.2",0.170617390972714
"OGI","snowmelt.t.minus.1",9538.94194054633
"OGI","snowmelt.t.minus.1",10029.6968009458
"OGI","snowmelt.t.minus.1",8696.58265497189
"OGI","snowmelt.t.minus.1",10010.9238506544
"OGI","snowmelt.t.minus.1",11138.0051004163
"OGI","snowmelt.t.minus.1",10585.028816171
"OGI","snowmelt.t.minus.1",11269.4995979999
"OGI","snowmelt.t.minus.1",10264.5891993353
"OGI","snowmelt.t.minus.1",10281.0700066496
"OGI","snowmelt.t.minus.1",9644.22192529302
"OGMn","snowmelt.t.minus.1",45226.6382588559
"OGMn","snowmelt.t.minus.1",45386.1875549239
"OGMn","snowmelt.t.minus.1",42950.0495809964
"OGMn","snowmelt.t.minus.1",44654.9742286228
"OGMn","snowmelt.t.minus.1",46786.8636329126
"OGMn","snowmelt.t.minus.1",48455.5747006846
"OGMn","snowmelt.t.minus.1",47230.3104997151
"OGMn","snowmelt.t.minus.1",49538.4387266758
"OGMn","snowmelt.t.minus.1",48010.9579340545
"OGMn","snowmelt.t.minus.1",51880.3281740849
"GSL.50","snowmelt.t.minus.1",10404.6054082932
"GSL.50","snowmelt.t.minus.1",10854.9797787918
"GSL.50","snowmelt.t.minus.1",10622.3504906741
"GSL.50","snowmelt.t.minus.1",10094.7404340747
"GSL.50","snowmelt.t.minus.1",10655.5044364298
"GSL.50","snowmelt.t.minus.1",10586.4665089446
"GSL.50","snowmelt.t.minus.1",10382.2332034504
"GSL.50","snowmelt.t.minus.1",9322.57792027659
"GSL.50","snowmelt.t.minus.1",10497.667512156
"GSL.50","snowmelt.t.minus.1",11040.4672537566
"EVImax","snowmelt.t.minus.1",0.382257734899374
"EVImax","snowmelt.t.minus.1",0.326226687254556
"EVImax","snowmelt.t.minus.1",0.339360267351863
"EVImax","snowmelt.t.minus.1",0.338839702743411
"EVImax","snowmelt.t.minus.1",0.375090138028425
"EVImax","snowmelt.t.minus.1",0.349436126552466
"EVImax","snowmelt.t.minus.1",0.335893263561443
"EVImax","snowmelt.t.minus.1",0.384393527294124
"EVImax","snowmelt.t.minus.1",0.305000494722435
"EVImax","snowmelt.t.minus.1",0.343342500092375
"OGI","snowmelt.t.minus.0",33542.7472779894
"OGI","snowmelt.t.minus.0",33068.0523737309
"OGI","snowmelt.t.minus.0",30403.0987155312
"OGI","snowmelt.t.minus.0",31947.7564949933
"OGI","snowmelt.t.minus.0",33647.871826171
"OGI","snowmelt.t.minus.0",36418.259593773
"OGI","snowmelt.t.minus.0",31823.2890303186
"OGI","snowmelt.t.minus.0",30789.5396209734
"OGI","snowmelt.t.minus.0",32142.017831558
"OGI","snowmelt.t.minus.0",33637.1193458582
"OGMn","snowmelt.t.minus.0",29968.5926994161
"OGMn","snowmelt.t.minus.0",30144.9203993328
"OGMn","snowmelt.t.minus.0",28657.8644579318
"OGMn","snowmelt.t.minus.0",33510.8193853686
"OGMn","snowmelt.t.minus.0",23474.4711168968
"OGMn","snowmelt.t.minus.0",31744.4671540894
"OGMn","snowmelt.t.minus.0",32801.8089454103
"OGMn","snowmelt.t.minus.0",33749.905560311
"OGMn","snowmelt.t.minus.0",32235.9314686323
"OGMn","snowmelt.t.minus.0",32818.4514380519
"GSL.50","snowmelt.t.minus.0",29006.1835537465
"GSL.50","snowmelt.t.minus.0",27954.5374676874
"GSL.50","snowmelt.t.minus.0",28655.8567583024
"GSL.50","snowmelt.t.minus.0",30248.5959785371
"GSL.50","snowmelt.t.minus.0",26526.9390851498
"GSL.50","snowmelt.t.minus.0",30511.30982653
"GSL.50","snowmelt.t.minus.0",28527.0234023166
"GSL.50","snowmelt.t.minus.0",29200.5926507152
"GSL.50","snowmelt.t.minus.0",30295.3040616352
"GSL.50","snowmelt.t.minus.0",28110.7096923451
"EVImax","snowmelt.t.minus.0",0.245211419533031
"EVImax","snowmelt.t.minus.0",0.23046931552675
"EVImax","snowmelt.t.minus.0",0.205165289504095
"EVImax","snowmelt.t.minus.0",0.236208203057016
"EVImax","snowmelt.t.minus.0",0.208628423639397
"EVImax","snowmelt.t.minus.0",0.237883201238797
"EVImax","snowmelt.t.minus.0",0.256876908769188
"EVImax","snowmelt.t.minus.0",0.227480532563097
"EVImax","snowmelt.t.minus.0",0.218494655524149
"EVImax","snowmelt.t.minus.0",0.228809493502334
"OGI","sm_q01.t.minus.3",2738.07394144555
"OGI","sm_q01.t.minus.3",3245.03478287773
"OGI","sm_q01.t.minus.3",2973.16394504367
"OGI","sm_q01.t.minus.3",2784.47364630695
"OGI","sm_q01.t.minus.3",2926.25009720689
"OGI","sm_q01.t.minus.3",2945.84042621331
"OGI","sm_q01.t.minus.3",2840.88722630481
"OGI","sm_q01.t.minus.3",2739.21542368723
"OGI","sm_q01.t.minus.3",2795.52053397342
"OGI","sm_q01.t.minus.3",2924.0759685503
"OGMn","sm_q01.t.minus.3",12669.8683303395
"OGMn","sm_q01.t.minus.3",11551.3022930933
"OGMn","sm_q01.t.minus.3",11881.096887598
"OGMn","sm_q01.t.minus.3",13255.1787685579
"OGMn","sm_q01.t.minus.3",11372.4272986421
"OGMn","sm_q01.t.minus.3",13729.7760947065
"OGMn","sm_q01.t.minus.3",13495.6651835525
